省份,性别,年龄,金额
江苏,0,25,53
广西,1,25,16
湖南,1,25,14
广东,1,25,11.9
江苏,1,25,11
广西,1,25,11
福建,1,25,12.95
江西,0,25,12
山东,1,25,10
广西,1,25,10
浙江,1,25,10
广东,1,25,10
海南,1,25,10
上海,1,25,13
山西,1,25,0
广西,1,25,10
广东,1,25,10
山东,1,25,10
浙江,0,25,10
云南,0,25,11
贵州,0,25,10
福建,1,25,11
福建,1,25,10
吉林,0,25,10
陕西,0,25,10
福建,1,25,10
四川,1,25,10
河北,1,25,0
广东,1,25,16
福建,1,25,10
安徽,0,25,10
上海,1,25,11
湖南,1,25,0
广东,1,25,10
广东,1,25,10
浙江,1,25,10014
上海,1,25,13
浙江,1,25,10
吉林,0,25,0
福建,1,25,10
河南,1,25,10
湖北,1,25,1
云南,1,25,0
江苏,0,25,645
广东,1,25,10
广东,1,25,10
四川,1,25,10
江西,1,25,13
江苏,1,25,2000023
广东,1,25,10
湖南,1,25,4
安徽,1,25,16
浙江,1,25,10
江苏,1,25,16
广东,1,25,16
陕西,1,25,10
陕西,1,25,10
江苏,1,25,7
江西,1,25,10
四川,1,25,9
河南,1,25,0
江苏,0,25,33.08
湖北,1,25,0
山西,1,25,8
上海,1,25,8.2
广东,1,25,106
上海,0,25,7
江苏,1,25,725.01
江苏,0,25,50007
广西,1,25,5
广西,1,25,11
福建,0,25,6
广东,1,25,0
广西,0,25,20007
贵州,1,25,6
广西,1,25,6
广西,1,25,7
辽宁,1,25,6
陕西,1,25,5
江苏,1,25,11
江苏,1,25,8
广东,1,25,5
安徽,1,25,6
福建,0,25,6
江苏,1,25,5
福建,1,25,0
江苏,1,25,10021
辽宁,0,25,5
浙江,1,25,5
上海,1,25,6.11
湖北,1,25,3
广东,1,25,4
辽宁,0,25,4.31
四川,1,25,0
浙江,1,25,10004
北京,0,25,5
辽宁,1,25,4
江西,0,25,103
重庆,1,25,1
浙江,1,25,3
北京,1,25,2.2
河南,1,25,2.2
四川,1,25,6.1
北京,1,25,2.03
江苏,1,25,2
北京,0,25,2
河北,0,25,2
贵州,1,25,2
山东,0,25,2
江苏,1,25,3
广东,1,25,2
广东,1,25,2
湖北,1,25,2
广西,0,25,1
四川,1,25,2
浙江,1,25,11
海南,1,25,3
安徽,1,25,2
广东,0,25,4
广东,1,25,2
上海,0,25,7
广西,1,25,2
湖北,1,25,4
湖北,1,25,3
浙江,1,25,0
山东,1,25,2
湖北,1,25,0
广东,1,25,2
广东,1,25,2
广东,1,25,2
山东,0,25,6007
广东,1,25,2
黑龙江,0,25,2
四川,1,25,2
吉林,1,25,2
浙江,1,25,4
湖北,1,25,1
湖北,1,25,10
浙江,1,25,2
新疆,1,25,2
福建,1,25,4
黑龙江,0,25,2
四川,1,25,2
福建,1,25,2
北京,0,25,2
江苏,1,25,2
北京,0,25,2
广东,1,25,4
广东,1,25,2
湖南,1,25,2
福建,1,25,2
山东,1,25,4
福建,1,25,0
广西,1,25,3
福建,1,25,2
江西,1,25,4
广东,1,25,2
浙江,1,25,2
山东,1,25,0
江苏,1,25,2
黑龙江,1,25,0
海南,1,25,2
广东,1,25,2
海南,1,25,5
福建,1,25,7
江苏,1,25,2
海南,1,25,2
福建,0,25,2
江苏,1,25,7
安徽,1,25,3
吉林,1,25,2
浙江,1,25,3
内蒙古,1,25,2
湖北,1,25,3
江西,1,25,3
广东,1,25,2
江西,1,25,5
内蒙古,1,25,2
浙江,1,25,4
北京,1,25,2
四川,1,25,3
海南,1,25,3
北京,1,25,2
山东,1,25,2
云南,1,25,5
福建,1,25,2
山西,1,25,2
辽宁,1,25,2
天津,0,25,2
安徽,1,25,2
河北,0,25,2
福建,0,25,2
四川,1,25,5
河南,1,25,2
甘肃,1,25,3
山东,1,25,2
黑龙江,1,25,2
湖南,0,25,0
江苏,0,25,0
江苏,0,25,10003
广东,1,25,2
广东,1,25,2
广东,0,25,2
广东,0,25,2
河南,1,25,2
陕西,0,25,2
四川,1,25,4
江苏,1,25,2
广东,1,25,10
安徽,1,25,2
福建,1,25,0
河南,1,25,2
江苏,1,25,1.99
上海,0,25,2.88
浙江,1,25,1.55
广东,1,25,4.5
湖北,1,25,1.5
重庆,1,25,2.5
广东,0,25,1.5
四川,1,25,2.4
浙江,1,25,0
浙江,1,25,1.2
广东,1,25,1.2
江苏,1,25,38003.2
广东,1,25,1.2
北京,1,25,1.1
福建,1,25,1.1
福建,0,25,1.1
黑龙江,0,25,4.1
江苏,0,25,1.1
黑龙江,0,25,1.1
湖南,1,25,1.1
浙江,1,25,1.1
,1,25,2.1
四川,1,25,1.1
江西,1,25,1
湖南,1,25,2.1
湖北,1,25,3.1
江西,0,25,2.1
福建,0,25,1.1
广东,1,25,1.1
广东,1,25,1.1
湖北,1,25,1.1
江苏,0,25,1.1
湖南,1,25,1.1
浙江,1,25,0
湖南,1,25,2.1
内蒙古,1,25,0
湖南,1,25,1.1
福建,1,25,2.1
江西,1,25,1.1
江苏,1,25,1.1
陕西,1,25,1.1
广西,0,25,1.1
广东,1,25,1.1
湖北,1,25,0
广东,1,25,1.1
陕西,1,25,1.1
湖北,1,25,1.1
北京,1,25,1.01
北京,1,25,1.01
广东,1,25,1.01
北京,1,25,1.01
四川,0,25,1.01
江苏,0,25,4.01
山西,1,25,2.01
北京,1,25,1.01
四川,1,25,6.01
湖北,1,25,4.01
北京,1,25,1
上海,1,25,4
福建,1,25,3
广东,1,25,1
新疆,1,25,1
辽宁,1,25,4
福建,1,25,1
广西,1,25,101
湖北,1,25,3010
新疆,0,25,200
江苏,0,25,19000
广东,1,25,20000
河南,1,25,20001
福建,1,25,4023
甘肃,0,25,6000
广西,0,25,40000
湖北,1,25,100002
广东,1,25,40002
浙江,1,25,40001
江苏,1,25,50000
重庆,1,25,420012
浙江,1,25,20000
云南,0,25,100001
山东,0,25,2100
上海,0,25,84100
广东,0,25,60000
四川,1,25,400001
浙江,1,25,40001
四川,0,25,2000
浙江,1,25,20004
河北,1,25,2401
北京,1,25,20000
河北,0,25,20000
山东,1,25,12000
北京,0,25,2000
江苏,0,25,40005
江苏,1,25,20000
辽宁,1,25,10003
山东,1,25,10000
福建,1,25,800
江苏,1,25,110000
广东,0,25,20000
上海,0,25,10000
上海,0,25,160000
江西,0,25,10000
江苏,1,25,5000
江苏,1,25,5000
北京,1,25,15000
广东,1,25,20000
广东,1,25,20000
广东,1,25,20000
广东,1,25,20000
上海,0,25,50000
广东,0,25,20000
辽宁,0,25,10000
广东,1,25,2017
广东,1,25,20000
福建,0,25,10000
四川,0,25,10000
湖南,1,25,5000
江苏,1,25,10000
江苏,0,25,100
北京,1,25,200002
广东,0,25,50000
四川,1,25,5000
江苏,1,25,50000
新疆,1,25,100
江西,1,25,10002
河南,0,25,100
山东,1,25,100
四川,1,25,10000
河南,1,25,3000
上海,1,25,1000
广东,0,25,100
安徽,0,25,1000
河南,0,25,2000
海南,0,25,100
重庆,1,25,100
河南,1,25,100
河北,1,25,100
天津,0,25,100
山东,0,25,5000
河南,1,25,10000
河南,0,25,100
上海,0,25,100
北京,0,25,5000
上海,0,25,1000
天津,1,25,1002
浙江,0,25,100
山东,0,25,10000
山西,0,25,100
山西,0,25,100
江苏,1,25,300
宁夏,1,25,2500
福建,0,25,20001
辽宁,1,25,2006
广西,1,25,26016
广东,0,25,24007
辽宁,1,25,10002
山东,1,25,15006
北京,1,25,100010
广东,0,25,100004
福建,0,25,20000
广东,0,25,240005
吉林,1,25,285003
山西,0,25,40000
四川,0,25,80002
江西,1,25,40000
天津,0,25,60002
浙江,0,25,20009
云南,1,25,140008
山东,0,25,20009
湖北,1,25,1000
福建,1,25,10006
广东,1,25,4008
湖北,1,25,1000
山东,0,25,4006
辽宁,0,25,6000
江西,0,25,100004
上海,1,25,20006
福建,0,25,4001
北京,0,25,2000
辽宁,1,25,1003
河北,1,25,2000
上海,1,25,2000
天津,1,25,802
山东,0,25,4006
北京,1,25,2002
福建,1,25,20000
河北,0,25,100
黑龙江,0,25,100
河北,1,25,9902
浙江,1,25,10003
陕西,1,25,10005
辽宁,0,25,10000
山西,0,25,3000
上海,0,25,10000
广东,1,25,5000
广东,1,25,20000
河南,1,25,1505
广东,1,25,20000
广西,0,25,1000
江苏,0,25,4049
安徽,1,25,8500
广东,1,25,30008
河北,0,25,10000
山东,0,25,10000
上海,0,25,8500
江苏,1,25,10000
江西,0,25,20000
山东,1,25,100
安徽,0,25,10002
新疆,0,25,21000
安徽,0,25,10000
北京,0,25,7100
上海,0,25,9000
浙江,0,25,5000
江苏,0,25,100
贵州,0,25,100
江西,0,25,100
江苏,0,25,100
江苏,1,25,100
广西,0,25,100
四川,1,25,100
四川,0,25,100
湖北,0,25,10000
江苏,1,25,10000
江苏,0,25,100
湖北,0,25,100
安徽,1,25,100
湖南,0,25,100
上海,1,25,1000
河北,0,25,100
广东,0,25,1000
北京,1,25,10000
四川,0,25,10000
上海,0,25,10000
江苏,1,25,600
江苏,0,25,100
广东,1,25,100
海南,1,25,10002
河南,0,25,100
湖北,1,25,1000
福建,0,25,100
江苏,0,25,4001
山东,0,25,20000
内蒙古,0,25,70001
辽宁,0,25,2000
广东,1,25,4015
云南,0,25,20000
江西,0,25,20003
安徽,0,25,20000
福建,1,25,20002
福建,0,25,40002
安徽,0,25,200002
福建,1,25,20002
四川,1,25,100001
四川,0,25,40000
上海,1,25,9002
河南,0,25,4002
湖南,0,25,20000
重庆,1,25,920019
山东,1,25,10000
北京,0,25,10006
河南,1,25,12011
山东,1,25,4019
四川,1,25,2000
浙江,0,25,2000
四川,1,25,20004
山西,1,25,121002
河北,0,25,100020
河南,1,25,20002
山东,1,25,2007
重庆,1,25,60002
北京,1,25,60008
北京,1,25,10010
山东,1,25,4010
北京,1,25,8000
上海,0,25,10000
江苏,1,25,5000
山东,0,25,10000
上海,0,25,45000
四川,1,25,10002
广东,0,25,20000
福建,0,25,10001
河南,0,25,20000
重庆,0,25,20000
江苏,0,25,7300
重庆,0,25,10000
安徽,0,25,10000
广东,0,25,20000
湖南,1,25,2000
广东,0,25,20102
广东,1,25,20000
海南,0,25,10000
安徽,0,25,10002
上海,0,25,10000
广西,1,25,10000
江苏,0,25,76003
湖北,1,25,10000
山东,0,25,6600
湖南,1,25,10000
四川,1,25,40000
云南,1,25,100
浙江,0,25,100
广东,0,25,200
河南,0,25,100
河北,1,25,100
山东,0,25,1000
安徽,1,25,10001
江苏,0,25,68000
江苏,1,25,100
湖北,0,25,10000
河南,0,25,100
辽宁,1,25,10000
湖南,0,25,100
广东,1,25,100
江苏,0,25,100
广东,0,25,100
浙江,1,25,1000
江苏,0,25,10000
广东,1,25,100
河南,1,25,100
浙江,1,25,10000
河南,0,25,1000
江苏,0,25,100
四川,1,25,10000
湖北,1,25,100
广东,1,25,10000
山东,1,25,100
山东,1,25,100
广东,1,25,100
山东,0,25,1002
河南,0,25,101
北京,1,25,10002
宁夏,1,25,502
广东,0,25,600
福建,1,25,200
北京,1,25,10009
福建,1,25,708
广东,1,25,10007
北京,1,25,6001
浙江,1,25,10005
江西,1,25,8000
湖北,0,25,400002
宁夏,1,25,280000
江苏,1,25,400000
新疆,0,25,20001
广东,0,25,9544
河南,1,25,40005
四川,0,25,20000
山西,1,25,2000
广西,1,25,200001
江苏,0,25,20004
福建,1,25,40010
甘肃,1,25,2003
湖北,0,25,600000
贵州,0,25,4000
四川,0,25,4001
浙江,0,25,4005
山西,1,25,20015
湖北,0,25,10000
湖北,1,25,4000
广东,1,25,10400
江苏,0,25,20000
重庆,1,25,10005
湖北,1,25,4010
四川,0,25,1410
广东,0,25,10002
广东,0,25,2000
湖南,0,25,3100
福建,1,25,10004
江苏,1,25,500
广东,1,25,10000
北京,1,25,1000
上海,1,25,10000
江西,1,25,20002
上海,0,25,300
广西,0,25,20000
江苏,0,25,10000
广东,0,25,20000
广东,0,25,20000
广东,1,25,19001
广东,0,25,20000
广东,1,25,20001
广东,1,25,100
山东,1,25,60000
安徽,0,25,20000
安徽,1,25,20002
湖北,1,25,20000
广东,0,25,20000
广东,1,25,20000
广东,0,25,20000
广东,1,25,20000
湖南,1,25,23000
北京,0,25,2000
河北,1,25,100
河南,1,25,10000
江苏,0,25,10002
广东,0,25,100
山东,0,25,100
辽宁,0,25,100
甘肃,0,25,100
上海,1,25,10000
广东,0,25,100
上海,1,25,10000
河南,0,25,100
湖南,0,25,10000
江苏,1,25,10000
北京,1,25,100
安徽,0,25,100
北京,0,25,10001
河北,0,25,100
江苏,1,25,100
河南,0,25,100
辽宁,1,25,1000
江苏,1,25,100
上海,1,25,5000
河南,1,25,100
河南,0,25,100
安徽,1,25,100
广东,0,25,100
安徽,1,25,10000
山东,0,25,50000
河南,0,25,101
上海,1,25,11008
北京,0,25,7402
浙江,1,25,100
广东,1,25,20030
北京,0,25,2005
四川,1,25,2007
云南,1,25,60008
北京,0,25,600000
湖南,0,25,500
广东,0,25,100000
广东,0,25,20001
江苏,1,25,3000
四川,0,25,60000
福建,0,25,20000
山东,0,25,20001
浙江,0,25,40001
甘肃,0,25,120001
广西,0,25,111
吉林,1,25,120010
湖北,0,25,16002
湖北,0,25,1002
江苏,0,25,2000
湖北,0,25,6000
江西,1,25,10000
江苏,1,25,40000
北京,1,25,10004
广东,0,25,400007
河北,1,25,20008
安徽,1,25,20000
福建,1,25,40001
重庆,0,25,20007
广东,0,25,8001
山东,1,25,10004
江苏,1,25,100
河南,1,25,503
河北,0,25,108
湖北,1,25,9501
北京,1,25,10005
河南,1,25,42006
湖南,1,25,20000
广东,0,25,5000
广东,1,25,20000
广东,1,25,20000
江苏,0,25,2001
江苏,1,25,1000
贵州,1,25,10002
广东,0,25,20000
广东,0,25,20000
广东,1,25,1000
山西,1,25,31024
上海,0,25,10000
湖南,0,25,28000
广东,1,25,20000
山西,1,25,10000
广东,0,25,100
云南,0,25,1000
湖南,1,25,10002
宁夏,0,25,10000
河北,1,25,30000
河北,0,25,100
山东,0,25,100
上海,0,25,100
湖北,1,25,500
广东,0,25,100
吉林,0,25,1000
湖南,0,25,100
广东,1,25,100
广东,0,25,100
广东,0,25,100
山东,1,25,100
山西,0,25,100
江苏,1,25,30000
辽宁,1,25,100
上海,0,25,10000
福建,1,25,100
上海,0,25,10000
河南,0,25,1200
浙江,0,25,100
浙江,0,25,100
湖北,1,25,10000
浙江,0,25,10001
山西,0,25,100
福建,1,25,500
广东,1,25,30004
湖北,1,25,1000
上海,1,25,2000
辽宁,1,25,2000
湖北,0,25,20005
广东,1,25,10000
浙江,1,25,100002
四川,0,25,2001
上海,0,25,2004
浙江,1,25,3000
湖北,0,25,100002
上海,0,25,100000
福建,0,25,20001
广东,0,25,80000
湖南,0,25,60002
四川,0,25,20004
广东,0,25,1000
湖北,0,25,100004
上海,0,25,5000
内蒙古,0,25,20003
广东,0,25,20002
广东,1,25,40000
福建,0,25,40000
广东,0,25,30001
四川,1,25,30019
四川,0,25,603
四川,0,25,10000
江苏,1,25,20009
山东,1,25,10000
福建,0,25,10000
山东,1,25,100
广东,1,25,20000
广东,1,25,20000
广东,1,25,20000
浙江,1,25,40000
广东,1,25,20000
安徽,1,25,1000
新疆,1,25,10000
湖北,0,25,3000
广东,1,25,20000
广东,0,25,20000
广东,1,25,40000
江苏,0,25,20000
广东,1,25,20000
广东,1,25,20000
广东,0,25,70000
广东,0,25,5000
北京,1,25,560007
重庆,1,25,10000
浙江,1,25,10000
广东,1,25,100
宁夏,1,25,30001
安徽,0,25,100
广东,0,25,100
江苏,0,25,10002
湖北,1,25,1000
北京,0,25,5000
安徽,0,25,10000
湖南,1,25,100
北京,1,25,100
黑龙江,0,25,10002
浙江,1,25,1000
山东,1,25,100
四川,0,25,100
黑龙江,0,25,100
河北,1,25,100
四川,1,25,10000
河南,0,25,100
天津,0,25,6000
河北,0,25,100
北京,0,25,9800
山东,0,25,10000
北京,0,25,10000
湖北,1,25,6500
河南,1,25,10000
河南,1,25,10000
江苏,1,25,10001
陕西,0,25,100
江苏,1,25,611
江苏,1,25,623
江苏,1,25,10000
山东,0,25,100
广东,1,25,100
贵州,1,25,200
湖北,0,25,20003
四川,0,25,4000
浙江,1,25,2000
北京,0,25,10000
内蒙古,0,25,60000
广东,1,25,20005
上海,0,25,200002
福建,0,25,20002
四川,1,25,20003
四川,0,25,20000
江苏,1,25,1000
吉林,0,25,17002
重庆,0,25,100000
福建,0,25,20006
四川,1,25,14002
广东,0,25,40004
湖北,0,25,20000
上海,1,25,4000
福建,0,25,1000
江苏,1,25,5002
河北,0,25,1000
四川,0,25,7000
江苏,0,25,30600
上海,0,25,15016
四川,1,25,10000
四川,1,25,10001
上海,0,25,10005
四川,0,25,10003
上海,1,25,30602
北京,0,25,100004
广东,1,25,4000
上海,0,25,13000
北京,0,25,200
山东,1,25,10002
河南,0,25,801
四川,0,25,10000
江西,0,25,30000
湖南,1,25,101
河南,1,25,10000
广东,0,25,20000
山东,0,25,5001
浙江,1,25,206
广东,1,25,20000
上海,1,25,2000
上海,0,25,8000
上海,0,25,0
浙江,1,25,10003
广东,1,25,20000
浙江,1,25,1000
广东,0,25,20000
广东,1,25,24501
浙江,1,25,1000
广东,1,25,20000
江苏,1,25,300
上海,0,25,10000
辽宁,0,25,2000
湖北,1,25,1000
山东,1,25,100
北京,0,25,100
天津,0,25,100
广西,0,25,100
广东,0,25,100
上海,1,25,100
北京,1,25,10001
江西,0,25,10000
上海,1,25,10000
陕西,1,25,4000
广东,1,25,100
广西,0,25,60001
安徽,0,25,3700
广东,1,25,100
福建,1,25,5000
河南,0,25,100
安徽,0,25,6400
安徽,1,25,100
陕西,0,25,100
广西,1,25,100
安徽,0,25,100
广东,1,25,100
海南,0,25,1500
江苏,0,25,4001
河南,0,25,100
河南,0,25,100
重庆,1,25,10000
江苏,1,25,5002
广东,1,25,100
山东,1,25,100
宁夏,0,25,100
安徽,0,25,10000
福建,0,25,100
江苏,1,25,11202
江苏,1,25,10000
河南,0,25,101
上海,1,25,601
上海,0,25,3000
江苏,0,25,5000
内蒙古,1,25,14000
广东,0,25,60006
天津,1,25,80005
河北,0,25,60000
江西,1,25,40016
内蒙古,0,25,40001
广东,0,25,139001
内蒙古,0,25,20003
安徽,0,25,400001
江苏,1,25,60006
河南,0,25,80000
广东,1,25,20000
湖南,1,25,10001
山东,0,25,2000
北京,1,25,2000050
重庆,0,25,6002
广东,1,25,2003
湖北,1,25,2008
山西,1,25,6000
江苏,1,25,1000
广东,1,25,2000
辽宁,0,25,502
云南,1,25,20002
湖北,0,25,40000
北京,1,25,5002
天津,1,25,33000
福建,1,25,10003
内蒙古,0,25,500
浙江,1,25,4000
广东,1,25,20000
河南,1,25,5000
辽宁,1,25,20000
河北,0,25,3001
广东,1,25,20000
广东,0,25,20000
广东,1,25,301
黑龙江,1,25,10010
广东,1,25,20000
广东,1,25,20000
辽宁,1,25,10001
福建,1,25,100
江苏,0,25,25000
湖北,1,25,103
山东,1,25,10000
福建,1,25,10000
福建,1,25,10001
北京,0,25,100
湖北,0,25,100
山东,1,25,30000
江西,0,25,100
山东,1,25,100
广东,1,25,100
辽宁,0,25,5000
福建,1,25,1000
天津,1,25,100
上海,1,25,1001
广东,1,25,100
广东,1,25,10000
江苏,0,25,100
黑龙江,0,25,100
北京,0,25,10000
云南,1,25,50000
陕西,0,25,10001
河南,1,25,100
山东,0,25,100
广西,1,25,100
江西,0,25,100
江苏,0,25,601
河南,0,25,101
福建,1,26,7455153
北京,1,26,5108578.02
河南,1,26,3173505
上海,1,26,2460000
浙江,1,26,1155001
上海,0,26,1181658.12
北京,0,26,1064076.3
安徽,1,26,1030005
北京,1,26,1218081.37
上海,1,26,1004121.99
内蒙古,1,26,995000
山东,1,26,953892.84
浙江,0,26,1057285.37
广东,0,26,1890155.13
湖南,0,26,1733073.24
上海,1,26,778589.38
上海,1,26,763704.38
辽宁,1,26,735081.37
内蒙古,0,26,1034981.37
广东,1,26,1481958.19
上海,0,26,705929.55
上海,0,26,644792.55
上海,0,26,717886.64
山东,0,26,639990.53
上海,1,26,623464.74
河南,1,26,610002
广东,1,26,564771
江苏,1,26,610928.81
上海,1,26,950000
广东,1,26,650000
山东,1,26,511541.33
广西,1,26,508798.68
辽宁,1,26,500000
河北,0,26,520000
湖北,1,26,1155436.26
北京,0,26,663600
北京,1,26,1136270.74
河南,1,26,466137.94
上海,1,26,890164.24
上海,0,26,501136.93
江苏,1,26,824867.34
北京,1,26,520008
浙江,0,26,427273.26
上海,1,26,414092
新疆,0,26,492228
安徽,0,26,839759
广东,0,26,772274.25
上海,1,26,434397.19
广东,0,26,472296.05
北京,0,26,909524.97
上海,1,26,403025.3
广东,0,26,778452.31
广东,1,26,749987.12
上海,0,26,759097.48
北京,1,26,804551.08
吉林,1,26,372799.87
上海,0,26,426863.43
内蒙古,1,26,556115.96
浙江,1,26,362909.47
山东,0,26,471100
四川,1,26,436073.07
湖北,1,26,348102.57
湖北,1,26,683390.69
上海,0,26,346465
湖北,0,26,423135.25
上海,0,26,436231.74
安徽,0,26,334035.22
江苏,1,26,358327
安徽,1,26,1049876.68
江苏,0,26,364412.38
广东,0,26,455217.81
安徽,0,26,545002
江苏,1,26,301052
贵州,1,26,300015
河南,1,26,300001
辽宁,1,26,509735.2
广西,0,26,498532.77
江苏,0,26,444168.94
湖北,0,26,455235.84
安徽,0,26,642035.95
上海,1,26,285081.92
江苏,0,26,482971.46
安徽,0,26,374057
辽宁,1,26,273710.14
辽宁,0,26,393403.04
福建,0,26,283128.75
北京,0,26,561550.54
四川,0,26,301332.89
湖南,1,26,490003.89
上海,1,26,279581.37
广东,0,26,368762
贵州,1,26,268760
山东,1,26,294048.21
北京,0,26,420646.75
云南,1,26,340087.12
上海,1,26,280000
上海,1,26,259943.94
辽宁,1,26,486774.25
上海,1,26,545972.38
北京,1,26,326305.34
湖北,0,26,250268.55
内蒙古,1,26,750002
辽宁,0,26,426756.96
重庆,0,26,258081.37
浙江,1,26,257171.37
江苏,0,26,406082.37
河北,1,26,357474.38
青海,1,26,321036.87
江苏,0,26,435253.88
黑龙江,0,26,248982.37
江苏,0,26,246503.68
甘肃,0,26,250001
四川,1,26,245000
安徽,1,26,233700
广东,0,26,313022.77
河南,1,26,281164.79
湖北,0,26,240521.01
北京,0,26,2229017
江苏,0,26,326294.42
上海,0,26,326774.25
江苏,0,26,243896.77
江西,0,26,364502.19
北京,0,26,221000
黑龙江,1,26,228581.37
江苏,0,26,217333.58
山东,1,26,330481.37
江西,0,26,275045.75
安徽,0,26,414690
北京,0,26,344120.45
安徽,0,26,224014.37
上海,0,26,223929.27
辽宁,1,26,262756.38
山东,1,26,250621.29
北京,1,26,250236.79
广东,1,26,210000
福建,1,26,209800
江苏,0,26,219771.37
辽宁,1,26,209345
上海,0,26,285951.89
湖北,0,26,214232.37
山东,0,26,332910.67
湖北,1,26,400001
黑龙江,1,26,199074.38
辽宁,0,26,2228327.88
山西,1,26,212622.05
上海,1,26,197486.11
上海,0,26,217710.88
上海,0,26,197026
吉林,0,26,206053
上海,0,26,294048.29
湖北,1,26,213306
江苏,0,26,193115.07
江苏,1,26,192019
四川,1,26,192000
浙江,0,26,392778
上海,1,26,210168.74
上海,0,26,189669.75
广西,0,26,239629.4
上海,0,26,225982
北京,1,26,187141.36
上海,1,26,187096
江苏,1,26,196527.98
浙江,0,26,196500
北京,1,26,193882.37
广东,1,26,183859
上海,0,26,262345.58
浙江,1,26,200101.73
北京,1,26,200081.37
内蒙古,0,26,190046.38
上海,0,26,178887.41
江苏,1,26,216513.02
湖南,0,26,302277.38
广东,1,26,177001
安徽,1,26,172000
广东,0,26,180581.37
上海,1,26,279004
湖北,1,26,309566.4
江苏,1,26,169000
江苏,0,26,358119.42
上海,0,26,469898.67
山东,0,26,167677.11
广西,1,26,177078
江苏,1,26,166165
北京,0,26,22312
上海,0,26,174165.09
广东,0,26,164085.37
广东,0,26,235015.29
云南,0,26,327749.86
天津,0,26,163150
上海,1,26,162291.34
四川,0,26,161010
辽宁,0,26,160604.6
山西,1,26,246564.48
福建,1,26,170081.37
安徽,0,26,170081.37
广东,1,26,170081.37
江苏,0,26,168857.6
甘肃,0,26,295587.61
福建,0,26,177892
吉林,0,26,156476
河南,0,26,160202
广东,0,26,268672.35
山东,1,26,154570.55
山西,0,26,213040
北京,1,26,282934.3
山西,1,26,192165
江苏,0,26,172000
安徽,0,26,161507
湖北,0,26,161381.37
山东,1,26,300255.62
广东,0,26,200236.71
湖北,0,26,160158.88
上海,1,26,150106
安徽,1,26,210081.37
江苏,1,26,210081.37
山东,1,26,240181.37
北京,0,26,150001
四川,1,26,150000
江苏,1,26,149950
黑龙江,1,26,149900
江苏,0,26,232980.37
湖南,0,26,157181.37
吉林,0,26,156499
湖北,0,26,215976.44
四川,0,26,483801.66
上海,0,26,154517.93
吉林,0,26,220081.37
北京,1,26,140000
广东,1,26,140013
吉林,0,26,205117.17
湖南,0,26,149500
黑龙江,1,26,239050.69
北京,0,26,197731
辽宁,0,26,267312.76
宁夏,0,26,275388.88
江苏,1,26,155709.37
广东,1,26,134427.68
湖北,0,26,154124.93
安徽,0,26,143981.37
江苏,0,26,288991.59
山东,0,26,193149.3
吉林,0,26,138508.95
上海,0,26,141086.37
山西,1,26,320933.87
湖南,1,26,170894
福建,0,26,270276.88
辽宁,0,26,155053.88
湖南,0,26,190081.37
安徽,0,26,140084.37
湖北,0,26,135002
浙江,1,26,130001
山西,1,26,129964.15
黑龙江,1,26,242314.15
山东,0,26,248915.36
黑龙江,0,26,198165.74
辽宁,0,26,187881.37
湖北,1,26,227570
广东,1,26,148418.95
江苏,1,26,127485
山东,1,26,253400
河南,0,26,146439.29
四川,0,26,181305.75
广东,1,26,156282.49
上海,0,26,275547.74
四川,0,26,145201.68
广东,1,26,235084.37
上海,1,26,125044
内蒙古,0,26,174396.06
江苏,1,26,124722.64
上海,1,26,244082.37
辽宁,0,26,124000
四川,0,26,181598.64
江苏,0,26,160862.48
辽宁,0,26,133081.37
江西,1,26,133083.37
湖北,1,26,122226.08
北京,1,26,132003
甘肃,1,26,190582.37
山东,1,26,120500
黑龙江,0,26,247044.08
河南,1,26,180002
上海,1,26,258916.21
上海,0,26,231798.46
陕西,1,26,138200
江苏,1,26,128081.37
吉林,1,26,118004
福建,1,26,136919.83
上海,1,26,117002.91
北京,1,26,114695.5
北京,0,26,236534
江苏,0,26,162374.23
江苏,1,26,113050.88
海南,0,26,282134
上海,0,26,191722.74
江苏,1,26,121581.37
江苏,1,26,121175
广东,0,26,271064.56
山西,0,26,160818.88
陕西,1,26,150137.25
辽宁,0,26,140002
辽宁,0,26,110001
河北,0,26,169603
宁夏,1,26,109402
北京,0,26,191386.31
江苏,1,26,109209.3
北京,1,26,114155
江苏,0,26,119127.37
广东,0,26,213997.59
河南,1,26,109047
广东,1,26,177100
浙江,0,26,170310.67
江苏,1,26,215695.37
广东,0,26,192590.27
河南,1,26,107501.48
内蒙古,0,26,117347.37
上海,0,26,175109
江西,1,26,107000
福建,0,26,236985.74
江苏,0,26,116181.37
浙江,1,26,215090.37
广东,0,26,170531.44
浙江,1,26,124455.76
安徽,0,26,164218.3
河北,1,26,103608.81
湖北,1,26,103000
河北,0,26,162435
云南,0,26,107100
湖北,1,26,111581.37
山东,0,26,121162.74
河北,1,26,101000
安徽,0,26,120134.37
内蒙古,1,26,110004
湖南,1,26,300015
江苏,1,26,200000
上海,0,26,110000
辽宁,1,26,100018
山东,0,26,200000
湖北,0,26,199000
内蒙古,1,26,199986
山西,1,26,98408.85
江苏,1,26,118087.2
江苏,1,26,97653
广东,0,26,137589.12
广东,1,26,97586.14
浙江,0,26,117241
湖北,0,26,196004
北京,0,26,135702
北京,0,26,105400
江苏,1,26,105246.37
广东,1,26,105000
