省份,性别,年龄,金额
上海,1,32,25.75
上海,1,32,27.22
浙江,1,32,22
山西,1,32,28
山东,1,32,0
浙江,1,32,21
山西,1,32,23
四川,1,32,5
上海,1,32,48
辽宁,1,32,23
黑龙江,1,32,28
贵州,1,32,0
福建,0,32,19.9
上海,1,32,6058.88
上海,1,32,35.88
上海,1,32,13.88
北京,0,32,20.88
福建,0,32,11.5
上海,1,32,13.88
北京,0,32,31
广东,1,32,10
江苏,0,32,40013
吉林,1,32,10
四川,1,32,11
四川,0,32,10
北京,1,32,10012
湖南,1,32,17
贵州,1,32,16
福建,1,32,10
江苏,1,32,15
广东,1,32,10
天津,1,32,10
北京,1,32,10
浙江,1,32,15
湖南,1,32,10
湖北,1,32,11
广东,0,32,11
上海,1,32,10
浙江,1,32,1
四川,1,32,1010
湖北,1,32,12
江苏,1,32,12
湖北,1,32,0
广东,1,32,10
吉林,0,32,10
福建,1,32,10
山东,1,32,1011
湖南,1,32,220
广东,0,32,10
河南,1,32,17
北京,1,32,18
山东,1,32,0
安徽,1,32,10
山东,1,32,16
北京,1,32,10.9
北京,1,32,10.88
湖北,1,32,0
北京,1,32,23.88
广东,1,32,7
河北,1,32,7.2
山东,0,32,6
广东,0,32,5
广西,1,32,25
内蒙古,1,32,6
辽宁,1,32,5
浙江,1,32,5
广东,1,32,6
湖北,0,32,5
广东,1,32,5
山西,1,32,0
广东,1,32,7
浙江,1,32,4
四川,0,32,12
湖北,1,32,4
山东,1,32,3
四川,1,32,3
福建,0,32,4
上海,0,32,2.1
广东,1,32,18002
辽宁,0,32,2
广东,1,32,2
山东,1,32,1
江苏,0,32,3
广西,1,32,2
广东,1,32,2
浙江,1,32,2
湖南,1,32,2
安徽,0,32,2
湖北,1,32,3
云南,0,32,6
四川,1,32,7
浙江,1,32,2
辽宁,1,32,0
辽宁,0,32,0
上海,0,32,2
上海,0,32,5
内蒙古,0,32,5
广东,1,32,2
福建,1,32,2
安徽,1,32,4
上海,1,32,2
四川,1,32,0
云南,0,32,0
广东,1,32,2
辽宁,1,32,2
河南,1,32,2
湖北,1,32,4
湖南,1,32,2
广东,1,32,6
辽宁,1,32,2
江苏,1,32,5
江西,0,32,7
浙江,1,32,2
广东,1,32,2
广东,1,32,2
广东,1,32,3
广东,1,32,2
福建,1,32,3
湖北,1,32,3
广东,0,32,2
山东,1,32,2
云南,0,32,2
辽宁,1,32,0
上海,1,32,1.2
福建,1,32,1.1
湖南,1,32,1.1
上海,1,32,1
北京,0,32,1.1
福建,1,32,1.1
河北,1,32,1.1
浙江,0,32,1.1
福建,1,32,1.1
山东,1,32,2.1
江苏,1,32,1.1
吉林,1,32,1.1
湖北,1,32,0
北京,0,32,1.01
浙江,1,32,17
北京,1,32,2
上海,0,32,10
上海,1,32,3
上海,1,32,5
河南,1,32,5
北京,1,32,100002
山东,0,32,20800
广东,1,32,20010
江苏,1,32,201
浙江,0,32,4000
陕西,0,32,20000
河北,1,32,4010
广东,1,32,100004
黑龙江,1,32,180000
山东,1,32,4000
江苏,1,32,60003
云南,0,32,100000
辽宁,0,32,40001
江苏,1,32,200016
北京,1,32,200004
湖北,1,32,60002
广西,0,32,40000
湖南,0,32,40000
黑龙江,0,32,200005
广东,1,32,40002
江苏,0,32,40002
安徽,0,32,140004
广西,0,32,20000
四川,1,32,15002
云南,0,32,20000
上海,1,32,104000
安徽,1,32,40027
广东,1,32,45002
福建,1,32,600014
广东,1,32,4003
辽宁,0,32,100009
北京,1,32,20001
内蒙古,1,32,4000
广东,1,32,16010
山东,0,32,50000
北京,0,32,5000
上海,0,32,5000
内蒙古,0,32,10000
广东,0,32,20000
广东,0,32,20000
浙江,0,32,10000
广东,1,32,20000
江西,1,32,100000
山东,1,32,10019
广东,0,32,20000
吉林,1,32,100000
广东,1,32,120000
广东,0,32,3000
广东,1,32,10000
上海,1,32,10000
辽宁,1,32,10000
江苏,0,32,30000
山东,1,32,15025
福建,0,32,200
北京,1,32,9500
山东,1,32,100
江苏,1,32,1000
河北,1,32,100
辽宁,1,32,3004
广东,1,32,10000
山东,1,32,10000
辽宁,0,32,10000
浙江,1,32,100
河北,0,32,100
湖北,1,32,5000
辽宁,1,32,50000
江苏,1,32,10000
广东,1,32,1000
安徽,1,32,1000
广东,1,32,10000
北京,0,32,10000
广东,0,32,10000
山西,0,32,100
湖北,0,32,100
江苏,1,32,100
江苏,1,32,100
上海,0,32,20000
浙江,1,32,10000
上海,1,32,40003
上海,1,32,44000
重庆,0,32,10000
陕西,1,32,20000
广东,1,32,10001
吉林,1,32,100011
辽宁,0,32,54004
广西,1,32,200002
广东,1,32,300005
广东,1,32,20001
浙江,1,32,6000
广东,1,32,20001
吉林,0,32,100000
北京,1,32,100007
四川,1,32,100001
湖北,1,32,100002
山东,1,32,400013
安徽,0,32,40008
甘肃,1,32,14002
北京,1,32,20008
北京,1,32,20000
上海,1,32,1000007
江苏,0,32,130000
广东,1,32,2000
上海,0,32,40001
内蒙古,1,32,4002
辽宁,0,32,2006
广东,0,32,10000
重庆,0,32,800000
黑龙江,1,32,40011
江苏,0,32,20005
北京,0,32,26000
天津,1,32,2000
福建,1,32,40000
安徽,1,32,308042
广东,0,32,49904
北京,0,32,440006
福建,0,32,60003
广西,1,32,10000
江苏,1,32,5000
上海,1,32,10000
上海,1,32,70000
北京,0,32,10000
北京,1,32,110000
辽宁,1,32,104027
安徽,1,32,10005
北京,1,32,64103
北京,1,32,26002
广东,1,32,20000
广东,0,32,20000
河南,1,32,10005
广东,0,32,20000
河北,1,32,110018
江苏,1,32,3000
陕西,0,32,10000
福建,0,32,9500
广东,0,32,100
宁夏,0,32,100
上海,1,32,10002
湖南,0,32,1000
北京,0,32,10000
北京,0,32,10000
河南,1,32,100
四川,0,32,100
广东,0,32,100
广东,0,32,100
广东,1,32,100
河南,0,32,100
四川,1,32,5000
河南,1,32,100
辽宁,1,32,10000
河南,0,32,10000
上海,1,32,60000
北京,0,32,10002
广西,0,32,100
辽宁,1,32,110000
江苏,0,32,100
北京,1,32,10000
广东,1,32,1010
江西,0,32,10000
广东,1,32,40004
北京,1,32,4009
上海,1,32,1
浙江,1,32,40109
广东,0,32,20001
广东,1,32,30000
江苏,1,32,12000
陕西,1,32,200018
江苏,0,32,6000
青海,1,32,200003
上海,0,32,100000
四川,1,32,20010
福建,1,32,30006
重庆,1,32,200000
辽宁,1,32,200006
福建,1,32,100007
广东,1,32,1212
江苏,1,32,100004
江西,0,32,120005
河北,1,32,100001
辽宁,0,32,40002
北京,1,32,1000000
河南,0,32,800000
福建,1,32,360004
安徽,1,32,20006
江苏,0,32,40000
上海,1,32,100000
江苏,1,32,20004
安徽,0,32,200000
福建,1,32,60000
四川,0,32,200006
广东,1,32,60000
黑龙江,0,32,20001
广东,1,32,30002
浙江,1,32,20000
广东,1,32,2009
陕西,0,32,20002
内蒙古,1,32,978028
辽宁,1,32,20023
安徽,1,32,52002
北京,0,32,20000
河南,1,32,400006
广东,0,32,40001
安徽,1,32,6002
辽宁,0,32,400004
贵州,1,32,20020
河南,1,32,6000
浙江,1,32,60003
内蒙古,1,32,100012
四川,0,32,6700
上海,1,32,40001
江西,0,32,10001
北京,1,32,44008
江苏,0,32,9500
北京,0,32,35000
北京,1,32,10004
广东,0,32,10000
重庆,0,32,21021
北京,0,32,10000
广西,1,32,5017
湖北,1,32,38000
北京,0,32,10005
黑龙江,1,32,5000
广东,1,32,20000
广东,1,32,20000
广东,1,32,29000
广东,0,32,20003
广东,1,32,20000
上海,0,32,10001
广东,1,32,20000
广东,1,32,20000
广东,0,32,20000
广东,1,32,20000
广东,1,32,20000
上海,1,32,10000
广东,0,32,300009
北京,0,32,10005
广西,0,32,100
上海,1,32,10000
广东,0,32,100
宁夏,1,32,100
湖南,1,32,11000
广东,0,32,1000
上海,0,32,60000
上海,1,32,3000
陕西,1,32,100
广东,0,32,100
河北,1,32,10000
湖北,1,32,100
湖南,0,32,10000
湖北,0,32,30000
浙江,1,32,100
江苏,1,32,100
福建,1,32,500
上海,1,32,10000
湖北,0,32,100
新疆,0,32,20000
上海,1,32,800010
河南,1,32,6003
湖北,1,32,10000
福建,1,32,40021
安徽,1,32,6000
广东,1,32,80000
北京,1,32,300013
江苏,1,32,80004
上海,0,32,5000
湖北,0,32,20006
北京,1,32,60003
湖北,1,32,100004
上海,0,32,1101
河北,0,32,60001
河南,1,32,100002
福建,1,32,100000
辽宁,0,32,60001
江西,0,32,40001
江苏,0,32,20001
福建,1,32,40002
湖南,0,32,40001
黑龙江,0,32,100000
北京,0,32,100000
北京,0,32,20000
江苏,1,32,20004
辽宁,0,32,240004
福建,0,32,40008
安徽,1,32,2001
内蒙古,0,32,2012
北京,1,32,12012
北京,0,32,100000
上海,1,32,6005
山东,1,32,6002
安徽,1,32,120003
上海,1,32,170684
江苏,1,32,1000
广东,0,32,60000
湖南,1,32,10023
上海,0,32,50000
广东,0,32,10001
北京,0,32,5000
北京,1,32,10000
四川,1,32,108
黑龙江,1,32,205
广东,1,32,10000
广东,1,32,30013
广东,0,32,20000
浙江,1,32,1000
上海,0,32,102
山东,1,32,200
湖北,1,32,10000
上海,1,32,10000
浙江,1,32,16002
山东,0,32,10000
江苏,0,32,100
江苏,0,32,2000
湖北,0,32,800
湖北,0,32,100
湖北,1,32,10000
北京,0,32,10000
江苏,1,32,100
山西,0,32,100
吉林,0,32,500
山东,1,32,5000
安徽,0,32,10000
福建,1,32,1100
福建,1,32,10000
江苏,0,32,100
河南,0,32,101
江苏,0,32,100
上海,1,32,10000
上海,1,32,1000
四川,1,32,2800
广东,1,32,500
天津,0,32,98000
北京,1,32,12000
上海,1,32,190000
浙江,0,32,40001
上海,0,32,40001
上海,1,32,2000
安徽,0,32,20011
北京,1,32,40009
福建,0,32,120000
湖北,0,32,1000000
江苏,0,32,1000009
福建,1,32,300004
福建,0,32,240000
北京,1,32,400005
青海,0,32,60000
四川,1,32,40002
山东,1,32,60005
辽宁,1,32,100001
四川,1,32,200002
广东,0,32,1100000
湖北,0,32,20000
云南,0,32,100001
湖北,1,32,80008
内蒙古,1,32,40004
湖北,1,32,60002
河南,1,32,40022
河南,1,32,46000
广西,1,32,102
江苏,1,32,10002
四川,1,32,44005
重庆,1,32,100034
陕西,1,32,4000
湖北,0,32,100016
福建,1,32,60001
江苏,1,32,18018
山东,1,32,8000
辽宁,1,32,120010
北京,0,32,300008
山西,1,32,108012
山东,1,32,400070
江苏,1,32,500
广东,1,32,40001
四川,1,32,300029
黑龙江,0,32,60012
广东,0,32,10004
北京,0,32,10000
江苏,1,32,10002
山东,1,32,10000
北京,0,32,30000
江西,0,32,10000
重庆,1,32,10000
四川,0,32,6000
四川,1,32,10000
上海,1,32,8000
江苏,0,32,500
广东,1,32,20000
河北,1,32,10000
江苏,1,32,60000
吉林,0,32,24000
北京,0,32,450020
江苏,1,32,100
广东,1,32,100
广东,0,32,10003
江苏,1,32,10000
山东,0,32,100
上海,1,32,100
广东,1,32,100
河北,1,32,100
河南,0,32,100
广东,0,32,100
江苏,0,32,100
山东,0,32,10000
上海,1,32,1000
山东,0,32,100
河南,1,32,30006
广东,0,32,501
广东,1,32,105005
上海,0,32,5
黑龙江,0,32,40011
河南,0,32,60035
广东,1,32,2003
北京,1,32,4000
河南,1,32,2000
广东,0,32,80000
天津,0,32,21800
山东,1,32,20000
辽宁,0,32,10000
广东,0,32,84000
湖北,0,32,100000
四川,1,32,200001
北京,1,32,80000
福建,0,32,20002
内蒙古,1,32,20005
北京,0,32,250003
内蒙古,1,32,200000
黑龙江,0,32,20001
浙江,1,32,20000
广东,1,32,300001
陕西,0,32,60000
广东,0,32,100001
黑龙江,1,32,142019
福建,1,32,80007
广西,0,32,40004
江苏,1,32,25004
江苏,0,32,20001
福建,1,32,60003
吉林,1,32,20018
江苏,0,32,20001
广西,0,32,20001
北京,1,32,40016
山东,1,32,5001
广东,1,32,30000
辽宁,0,32,13000
内蒙古,0,32,10004
湖北,1,32,20001
广西,1,32,20006
湖北,0,32,15004
浙江,1,32,600
湖北,0,32,10003
四川,1,32,5003
上海,0,32,10000
广东,0,32,55001
上海,1,32,10000
上海,1,32,20000
北京,1,32,10001
陕西,0,32,10000
福建,1,32,9712
北京,0,32,10008
湖南,1,32,10001
山西,1,32,1000
北京,1,32,10000
河南,1,32,10000
广东,0,32,40000
广东,1,32,20000
湖北,0,32,10000
广东,1,32,20000
广东,0,32,20000
山东,1,32,10000
辽宁,1,32,10007
浙江,1,32,20000
广东,1,32,100000
江苏,0,32,30000
广西,1,32,100
湖南,1,32,10000
河南,0,32,10017
江苏,1,32,6
上海,0,32,5000
广东,1,32,10001
安徽,1,32,10000
山东,0,32,10000
内蒙古,1,32,100
河北,1,32,102
福建,1,32,10005
河南,1,32,101
广东,0,32,10002
广东,1,32,100
辽宁,1,32,10000
广东,0,32,1100
浙江,1,32,5000
四川,0,32,10000
辽宁,0,32,60000
上海,0,32,30000
贵州,1,32,100
河北,0,32,1000
四川,0,32,10000
江苏,0,32,100
北京,1,32,100
上海,1,32,5000
福建,0,32,10000
河南,0,32,101
江苏,1,32,100
山东,1,32,36005
辽宁,1,32,20001
湖北,1,32,100000
福建,1,32,4000
江西,0,32,20000
吉林,1,32,2000
安徽,1,32,90001
广东,0,32,3000
内蒙古,0,32,100001
辽宁,1,32,200005
上海,0,32,100002
辽宁,1,32,20002
北京,0,32,40002
北京,1,32,200000
广西,0,32,200002
北京,1,32,2000003
北京,1,32,200003
河南,0,32,400000
湖北,1,32,60000
陕西,0,32,140000
吉林,0,32,140006
福建,1,32,60005
广东,0,32,140002
北京,0,32,120000
安徽,1,32,14006
安徽,1,32,100012
辽宁,0,32,60001
江苏,0,32,100
上海,0,32,20000
重庆,1,32,2000
上海,0,32,20000
陕西,1,32,64000
四川,1,32,12000
江苏,0,32,6000
山东,0,32,40001
广东,1,32,100
广东,1,32,80000
山东,1,32,8002
上海,1,32,2026
河南,1,32,20002
天津,1,32,5002
山东,0,32,100
北京,0,32,10011
辽宁,0,32,10000
上海,1,32,100000
山西,1,32,2905
天津,1,32,100
广东,1,32,10018
北京,0,32,10002
山西,1,32,15000
江苏,0,32,110000
广东,0,32,30000
北京,0,32,20000
广东,0,32,20000
黑龙江,1,32,20001
浙江,1,32,500
广东,1,32,20000
广东,1,32,20000
湖北,1,32,20000
北京,0,32,100002
江苏,0,32,400000
云南,1,32,10000
广西,1,32,101
广东,1,32,1000
山东,0,32,5000
吉林,1,32,10000
浙江,0,32,10000
上海,0,32,10000
河南,1,32,105
福建,1,32,10000
山东,1,32,10000
山东,0,32,10001
山东,1,32,100
山东,0,32,100
上海,1,32,100
河北,0,32,100
广西,1,32,100
云南,0,32,100
山东,1,32,10000
广东,1,32,10003
重庆,0,32,1002
江苏,0,32,100
江苏,1,32,100
河南,0,32,100
上海,1,32,600
江苏,0,32,5000
安徽,0,32,100
河南,1,32,101
河南,0,32,101
江苏,0,32,607
陕西,1,32,1000
吉林,1,32,200008
山东,1,32,4001
四川,1,32,40027
北京,1,32,320017
山东,1,32,10000
山东,1,32,2000
北京,1,32,391020
安徽,0,32,40010
北京,1,32,200004
广东,1,32,400002
江苏,0,32,100001
湖北,1,32,300001
福建,0,32,100005
重庆,1,32,1000
山东,1,32,80001
湖北,1,32,20005
安徽,1,32,20000
广东,0,32,8004
福建,0,32,220009
辽宁,1,32,40003
北京,0,32,176008
河南,1,32,100001
甘肃,1,32,40004
广东,1,32,20024
浙江,1,32,4000
陕西,0,32,90001
浙江,1,32,20015
上海,1,32,100002
山西,0,32,98004
北京,0,32,143013
青海,0,32,40000
黑龙江,1,32,200005
广东,1,32,1001
新疆,1,32,20010
北京,1,32,40007
广东,1,32,20013
甘肃,1,32,60009
上海,1,32,2
山西,1,32,1000
安徽,0,32,10000
江苏,0,32,10000
湖南,1,32,195000
广东,0,32,5000
广东,1,32,60002
广东,1,32,20000
江苏,1,32,1
山东,1,32,7002
广东,0,32,20000
上海,1,32,20000
广东,0,32,100
广东,1,32,20000
安徽,1,32,10010
广东,1,32,500
上海,1,32,10000
广东,0,32,10000
广东,1,32,20000
四川,0,32,6000
辽宁,0,32,120001
山东,0,32,5000
广东,0,32,20000
广东,1,32,20000
福建,0,32,23000
江苏,1,32,10001
上海,0,32,50000
湖北,1,32,113
黑龙江,1,32,10000
广东,0,32,10000
上海,1,32,5000
北京,1,32,10007
北京,1,32,1000
山东,1,32,100
甘肃,0,32,10000
上海,0,32,10000
湖北,0,32,400
吉林,0,32,10000
内蒙古,0,32,100
广东,1,32,1001
天津,1,32,10001
四川,1,32,100
北京,1,32,30000
上海,0,32,60002
北京,0,32,40006
新疆,1,32,10000
云南,0,32,100000
福建,1,32,25000
广东,0,32,1000
北京,0,32,100
上海,1,32,10001
重庆,1,32,10006
广东,0,32,100
内蒙古,0,32,2000
广西,0,32,100
山东,0,32,10000
江苏,0,32,100
上海,0,32,100
上海,1,32,502
福建,0,32,10000
河南,0,32,101
四川,0,32,30000
上海,1,32,600
上海,0,33,5064295.35
甘肃,1,33,5378009
上海,0,33,3691037.68
湖北,0,33,3348903.15
上海,1,33,3560502.94
上海,0,33,2665319.85
天津,0,33,2546263.98
北京,1,33,3737164.84
山东,0,33,4368787.48
上海,0,33,3120208.17
上海,1,33,3485107
北京,1,33,2858946.06
北京,1,33,2095059.97
北京,1,33,2510165
上海,0,33,1780056
上海,0,33,1872778.9
上海,1,33,1774282.98
福建,1,33,2120086.37
广东,1,33,1683300
北京,1,33,1729271.29
上海,0,33,1655970.25
北京,0,33,2188019.18
安徽,1,33,3369179.89
上海,0,33,1570261.37
上海,0,33,1565625.84
广东,0,33,1393332.6
上海,0,33,1780001
上海,0,33,1456890.2
山东,1,33,1558894.88
北京,1,33,1262001
广东,1,33,1467431.35
上海,1,33,1233338.93
内蒙古,1,33,1515901.3
江苏,0,33,1365232.47
天津,0,33,1199300
江苏,0,33,2190781.48
山东,0,33,1620302.54
辽宁,0,33,1156081.37
辽宁,1,33,2214662.86
上海,1,33,1099387
上海,0,33,1347953.3
北京,1,33,1105186.37
山东,1,33,1637508
北京,0,33,1493914.6
上海,1,33,1054065
辽宁,1,33,1140037
广东,0,33,1045000
江苏,1,33,1020088.37
河南,1,33,1151482.46
山东,1,33,1010000
上海,0,33,909311.18
上海,1,33,907500.03
上海,0,33,913081.37
江苏,0,33,1156002
重庆,0,33,975081.37
湖北,0,33,864283.87
辽宁,1,33,1448812.09
上海,0,33,847808.86
北京,0,33,825606
上海,1,33,1290029.71
上海,0,33,1079764.81
北京,1,33,768117
上海,0,33,945702.07
广东,1,33,758166
河北,1,33,772266
湖南,0,33,850415.06
上海,1,33,940088.37
上海,1,33,749318.75
北京,1,33,1082542.77
重庆,1,33,1446800
上海,1,33,731538.1
辽宁,1,33,2051370.01
福建,1,33,2161608.86
上海,0,33,680737.57
上海,1,33,693002
重庆,1,33,670085.37
辽宁,0,33,754502
山东,1,33,666758.42
北京,0,33,1481624.59
山东,1,33,977424
北京,0,33,618914
河南,0,33,600000
江苏,0,33,947808.77
福建,1,33,625152.88
上海,1,33,595313.38
浙江,1,33,588003
安徽,1,33,594081.37
黑龙江,1,33,1045906.33
安徽,1,33,1278009.66
陕西,0,33,671007
北京,1,33,854911.57
北京,1,33,566184.34
江苏,1,33,1115487.62
福建,0,33,925900
湖北,0,33,567874.27
浙江,1,33,557366.13
辽宁,1,33,560185.37
广东,0,33,549646.88
北京,1,33,1001588.37
浙江,1,33,768234.25
福建,0,33,786309.32
广东,0,33,747710.37
北京,1,33,530883
江苏,1,33,1037251.87
上海,0,33,655770.41
四川,1,33,591085.37
河南,1,33,509552
安徽,1,33,509211
重庆,0,33,515119.99
北京,1,33,510082.37
辽宁,1,33,500003
辽宁,1,33,500000
天津,0,33,500000
山东,0,33,546164
上海,1,33,500924.7
福建,1,33,760530.77
浙江,1,33,686152
辽宁,1,33,490081.37
上海,0,33,480213.11
河南,1,33,477912
北京,0,33,477608.97
云南,1,33,907401.79
江苏,1,33,468429.88
吉林,0,33,475081.37
上海,0,33,462017.36
辽宁,0,33,860003
山东,1,33,449469
上海,1,33,458674.37
吉林,1,33,456400
辽宁,0,33,782245.53
山东,1,33,456085.37
江苏,0,33,751432.7
广东,1,33,519812.08
山东,1,33,433540.68
上海,1,33,435001
上海,0,33,524277.92
福建,1,33,419003
北京,1,33,651789
北京,1,33,460153.88
广东,0,33,574600.77
北京,0,33,432604
辽宁,1,33,440000
北京,1,33,437227.87
福建,0,33,862842.14
安徽,0,33,392410.76
浙江,1,33,600398
江苏,0,33,647367.2
江苏,0,33,446756.79
河北,0,33,392093.37
广东,0,33,379909.25
内蒙古,1,33,488371.16
江苏,0,33,477161.85
江苏,1,33,374693.5
辽宁,0,33,446093.25
上海,0,33,380000
山西,0,33,410001
山东,1,33,711408.46
山东,0,33,387999.38
上海,1,33,365345.59
上海,0,33,375800
辽宁,1,33,466036.89
北京,1,33,362222
上海,1,33,1460622.89
吉林,1,33,367461
山东,0,33,522153.45
上海,1,33,353689
山东,0,33,690936.5
上海,1,33,460182.37
山东,1,33,360002
江苏,0,33,369681.37
江苏,1,33,357488.37
北京,0,33,366582.37
上海,0,33,345463.85
福建,1,33,345001
上海,0,33,340900.13
北京,1,33,360664.74
安徽,1,33,337077.21
湖北,0,33,491798
北京,1,33,334416.94
北京,0,33,432006
黑龙江,1,33,430716.35
上海,1,33,329373.54
上海,0,33,590086.44
上海,0,33,487732.37
北京,0,33,336254.37
辽宁,0,33,484767.38
广东,0,33,452568.49
北京,0,33,541458.26
浙江,0,33,509901
重庆,1,33,670550.15
北京,0,33,328781.37
北京,0,33,348168.49
北京,1,33,1041307.75
广东,1,33,320004
天津,0,33,530057.72
江苏,0,33,358880
上海,0,33,523900
北京,1,33,402328.88
贵州,1,33,310581.37
广东,0,33,310581.37
北京,0,33,300000
北京,1,33,300044
北京,1,33,549528.77
北京,0,33,433852.5
湖北,0,33,2295125
上海,1,33,295000
上海,1,33,334266
北京,1,33,482976.43
安徽,1,33,400083.37
北京,1,33,596916
山东,1,33,339999
河南,1,33,287198
浙江,1,33,285256
上海,1,33,716135.68
广东,1,33,284042
河南,1,33,293196.37
广东,0,33,283015
浙江,0,33,274050
重庆,1,33,282282.07
江苏,1,33,401313.46
上海,0,33,378710.54
上海,0,33,500082.37
河南,1,33,269500
浙江,1,33,275727.75
陕西,1,33,265000
广东,1,33,775000
江苏,1,33,332081.37
上海,0,33,462373.23
四川,0,33,326146.58
河南,0,33,350002
辽宁,1,33,250000
河北,1,33,297404
四川,1,33,257000
陕西,1,33,446239.85
北京,0,33,246068
湖南,1,33,252229.37
北京,0,33,241064.4
广东,1,33,425811
广东,1,33,249728
北京,1,33,649013
北京,0,33,358253.88
上海,1,33,235076
陕西,1,33,315676.97
上海,0,33,261158.28
上海,0,33,350317.78
上海,0,33,340081.37
陕西,0,33,230011
江苏,1,33,2028492.58
山东,0,33,693001
北京,0,33,235066
安徽,1,33,222902
江西,1,33,221743
北京,1,33,351003
广东,0,33,410851.85
广西,1,33,220003
江苏,0,33,223217.57
湖南,1,33,217533
北京,0,33,257355.37
上海,0,33,224966.88
河北,1,33,226889.37
吉林,1,33,291401
北京,0,33,216000
广东,1,33,225628.79
江苏,0,33,330026.58
浙江,1,33,499938.31
江苏,1,33,525865.48
山西,1,33,260526.01
广东,0,33,220081.37
广东,1,33,210000
河南,0,33,316002
浙江,1,33,605386.29
广东,1,33,205915
江苏,1,33,348831.4
上海,1,33,215081.37
江苏,0,33,265275.88
北京,0,33,295926.14
北京,0,33,204614
黑龙江,0,33,511541.77
广东,1,33,220087.12
广西,0,33,200000
云南,0,33,210000
广东,1,33,200000
北京,1,33,255937.94
江苏,0,33,207242.37
山西,0,33,246756.78
四川,1,33,336577.53
上海,0,33,213252.45
北京,0,33,205881.37
内蒙古,1,33,204590.35
福建,1,33,260081.37
山东,1,33,390045.15
江苏,0,33,369401
福建,1,33,188906.1
湖南,0,33,198796.37
辽宁,0,33,388781.37
上海,1,33,296965.74
黑龙江,0,33,268966.89
辽宁,0,33,205513
河北,0,33,181800
河北,0,33,239861.61
上海,0,33,260268.62
浙江,1,33,189000
江苏,1,33,178025
广东,1,33,176775.49
河南,0,33,421110.94
上海,0,33,250681.37
陕西,1,33,213084.37
河南,1,33,383294.73
江苏,1,33,272051
江西,0,33,421067.64
山东,1,33,181340.37
广东,0,33,361081.37
四川,1,33,170010
江苏,1,33,180000
江苏,1,33,177790.38
安徽,0,33,207250.86
吉林,0,33,197083.37
北京,0,33,356000
河北,1,33,414433.45
山东,1,33,172971
江苏,1,33,275229.58
江苏,0,33,162100
江苏,1,33,272583.37
江苏,0,33,535784.77
上海,1,33,320734.79
上海,0,33,160307.87
江苏,1,33,170202.37
上海,0,33,420181.37
辽宁,0,33,170000
湖北,0,33,320000
湖北,1,33,305624.06
甘肃,1,33,158165
黑龙江,1,33,182085
江西,1,33,368095
上海,0,33,167581.37
福建,0,33,301370.83
山东,1,33,217081.37
吉林,1,33,237005
北京,1,33,416714.68
黑龙江,0,33,166500
河南,1,33,156022.95
河北,0,33,335502
上海,0,33,384217.81
宁夏,1,33,265000
江苏,1,33,164881.37
辽宁,1,33,317317
北京,0,33,173060.27
福建,1,33,283540.35
广东,1,33,504293.15
上海,0,33,405533.77
上海,0,33,231470.37
内蒙古,1,33,491200
内蒙古,0,33,161151.28
北京,0,33,161121.27
福建,0,33,300888
山东,0,33,270100
北京,0,33,160684.37
浙江,0,33,160081.37
北京,0,33,210000
河北,1,33,150000
山东,1,33,150003
上海,0,33,150000
湖北,0,33,159102
北京,0,33,258540
重庆,1,33,157881.37
重庆,0,33,247130.68
江苏,0,33,176544.38
重庆,0,33,286316.21
重庆,1,33,152080
四川,0,33,261506.56
上海,1,33,260766.38
福建,0,33,240473.43
广东,1,33,220210
北京,1,33,180081.37
北京,0,33,200000
江苏,0,33,495017
江苏,1,33,144510.32
河北,0,33,361870.75
上海,0,33,247663.27
福建,0,33,282348.37
福建,0,33,301000
甘肃,0,33,288004.19
河北,0,33,264081.37
辽宁,0,33,285081.37
黑龙江,0,33,135036
北京,0,33,217866.02
上海,1,33,133520.17
山东,1,33,204655.06
四川,0,33,446369.15
河南,0,33,131212.44
上海,0,33,191183.84
江苏,1,33,140101
重庆,1,33,140081.37
河南,0,33,223081.37
上海,1,33,359881.37
江苏,1,33,260013
北京,0,33,310002
广东,1,33,139999
福建,1,33,152998.74
上海,1,33,130011
湖北,0,33,139003
广东,1,33,246298.37
广东,1,33,126470.47
上海,0,33,216091.49
江苏,1,33,136082.37
天津,0,33,265954.41
江苏,0,33,185100
山东,0,33,190806.75
广东,1,33,124834.8
广东,1,33,181271.04
北京,1,33,233906
上海,1,33,131107.1
北京,1,33,122946
江苏,0,33,182418.79
北京,1,33,121710.06
江苏,1,33,121000
湖北,0,33,150458.63
北京,0,33,120400
辽宁,1,33,290372.74
山东,1,33,130182
云南,1,33,120200
上海,1,33,309162.74
浙江,0,33,130100
天津,1,33,120058
上海,1,33,120000
广东,0,33,420000
四川,1,33,199952.37
广东,1,33,118469
山东,0,33,128181.37
广东,1,33,147062
北京,0,33,144971.3
江苏,1,33,142000
北京,1,33,720333.54
辽宁,0,33,215255.62
北京,0,33,125084.37
浙江,0,33,125081.37
辽宁,1,33,115000
江苏,1,33,115064
北京,0,33,114890
山西,0,33,174881.37
北京,1,33,158368.04
广东,1,33,134174.12
北京,0,33,227558.85
北京,1,33,323081.37
广东,0,33,112700
陕西,1,33,112469.63
湖北,0,33,162162.74
上海,1,33,339113
四川,0,33,132081.37
广东,0,33,204686.37
辽宁,1,33,121086.37
山东,1,33,220516.99
江西,0,33,330330.13
江苏,0,33,240306.75
江西,0,33,120181.37
四川,1,33,120082.37
